Hovedinstitution;Institutionsnummer;Institutionsnavn;Enhedsart;Adresse;Postnummer;Postdistrikt;Vejkode;Beliggenhedskommune;Beliggenhedsregion;Geokode: Breddegrad;Geokode: Længdegrad;Institutionsleder;Telefonnummer;E-mail adresse;Webadresse;Institutionstype, nr;Institutionstype, navn;Undervisningsniveau;Ressortministerium;CVR-nummer;P-nummer;Ejerkode, nr;Ejerkode, navn;Administrativ kommune;Aktivkode, nr;Aktivkode, navn;Ajourdato;Oprettelsesmåned;Nedlæggelsesdato
;529002;Hellevad Børneunivers;Institution uden enheder;Hellevad, Skolegade 8;6230;Rødekro;1513;Aabenraa Kommune;Region Syddanmark;55.07823491;9.20981219;Steen Christian Knutzen;7376 6101;sckn@aabenraa.dk;www.hellevadboerneunivers.aula.dk/;1012;Folkeskoler;6;Børne- og Undervisningsministeriet;29189854;1003325428;2;Kommunale;Aabenraa Kommune;1;Aktiv tællingsmæssigt for Danmarks Statistik;02/11/2023;;
;529003;Hjordkær Skole;Institution uden enheder;Birkholm 7 Hjordkær;6230;Rødekro;0108;Aabenraa Kommune;Region Syddanmark;55.02641387;9.3089913;Bjarke Højriis Markussen;7366 6021;bhmar@aabenraa.dk;www.hjordkaer-skole.aula.dk/;1012;Folkeskoler;9;Børne- og Undervisningsministeriet;29189854;1003325386;2;Kommunale;Aabenraa Kommune;1;Aktiv tællingsmæssigt for Danmarks Statistik;02/11/2023;194308;
;529004;Hovslund Børneunivers;Institution uden enheder;Hovslundvej 12 Hovslund;6230;Rødekro;0673;Aabenraa Kommune;Region Syddanmark;55.12903006;9.33985719;Ina Stentoft Christiansen;7466 4432;hovslundborneunivers@aabenraa.dk;www.hovslund-boerneunivers.dk;1012;Folkeskoler;6;Børne- og Undervisningsministeriet;29189854;1003632346;2;Kommunale;Aabenraa Kommune;1;Aktiv tællingsmæssigt for Danmarks Statistik;20/10/2025;195508;
;529006;Deutsche Schule Rothenkrug;Institution uden enheder;Østergade 49;6230;Rødekro;2248;Aabenraa Kommune;Region Syddanmark;55.07122755;9.34437819;Jan Röhrig;7466 2029;info@dsro.dk;www.dsrothenkrug.dk;1013;Friskoler og private grundskoler;7;Børne- og Undervisningsministeriet;18351218;1001486081;5;Selvejende, private;;1;Aktiv tællingsmæssigt for Danmarks Statistik;19/05/2026;193304;
;530000;Billund Kommune;Institution uden enheder;Rådhuset, Jorden Rundt 1;7200;Grindsted;0292;Billund Kommune;Region Syddanmark;55.75259006;8.92777164;Mette Autzen;7972 7272;kommunen@billund.dk;www.billund.dk;2013;Kommuner pr. 1/1-2007;;Social- og Ældreministeriet;29189765;;2;Kommunale;Billund Kommune;1;Aktiv tællingsmæssigt for Danmarks Statistik;18/01/2019;200701;
;530401;Billund Air Center A/S;Institution uden enheder;Box 6, Stratusvej 15;7190;Billund;0620;Billund Kommune;Region Syddanmark;55.73560061;9.14980339;Pia B. Askholm;7533 8907;bac@billundaircenter.dk;www.billundaircenter.dk;1087;Institutioner med private SU-godkendte uddannelser;;Øvrige ministerier;18805189;1003568121;0;Private;;1;Aktiv tællingsmæssigt for Danmarks Statistik;04/06/2019;199509;
;531005;Skærbæk Distriktsskole;Institution uden enheder;Skoletoften 1;6780;Skærbæk;2072;Tønder Kommune;Region Syddanmark;55.15512047;8.75398686;Klaus Fog;7492 8282;sds@toender.dk;sds.aula.dk;1012;Folkeskoler;10;Børne- og Undervisningsministeriet;29189781;1003325659;2;Kommunale;Tønder Kommune;1;Aktiv tællingsmæssigt for Danmarks Statistik;23/02/2021;;
;531007;Skærbæk Realskole;Institution uden enheder;Skolegade 13;6780;Skærbæk;1434;Tønder Kommune;Region Syddanmark;55.15712409;8.76716248;Rasmus Christian Bro Lorenzen;7475 1124;kontor@skaerbaek-realskole.dk;skaerbaek-realskole.dk;1013;Friskoler og private grundskoler;10;Børne- og Undervisningsministeriet;35727019;1001737087;5;Selvejende, private;;1;Aktiv tællingsmæssigt for Danmarks Statistik;16/04/2026;191909;
;531300;Rejsby Europæiske Efterskole;Institution uden enheder;Kogsvej 3, Rejsby;6780;Skærbæk;0844;Tønder Kommune;Region Syddanmark;55.23249276;8.72636874;Mikkel Baldersbæk Nielsen,;7475 3622;kontor@rejsby-efterskole.dk;www.rejsby-efterskole.dk;1011;Efterskoler;;Børne- og Undervisningsministeriet;17825046;1001367585;5;Selvejende, private;;1;Aktiv tællingsmæssigt for Danmarks Statistik;29/10/2024;199408;
;533003;Nybøl Børneunivers;Institution uden enheder;Videnvej 2 Nybøl;6400;Sønderborg;3212;Sønderborg Kommune;Region Syddanmark;54.92143881;9.6813107;Stine Skyum;7446 7870;nyboel-skole@sonderborg.dk;www.nyboel-skole.dk;1012;Folkeskoler;7;Børne- og Undervisningsministeriet;29189773;1003325829;2;Kommunale;Sønderborg Kommune;1;Aktiv tællingsmæssigt for Danmarks Statistik;12/03/2019;194308;
;533004;Nydamskolen;Institution uden enheder;Skolevej 21 A, V.Sottrup;6400;Sønderborg;1796;Sønderborg Kommune;Region Syddanmark;54.95146335;9.70418945;Lene Vindbjerg Brynningsen, konst.;8872 4391;nydamskolen@sonderborg.dk;www.nydamskolen.dk;1012;Folkeskoler;9;Børne- og Undervisningsministeriet;29189773;1003325805;2;Kommunale;Sønderborg Kommune;1;Aktiv tællingsmæssigt for Danmarks Statistik;11/06/2019;195308;
;533005;Eckersberg Børneunivers;Institution uden enheder;Eckersbergvej 1, Blans;6400;Sønderborg;0404;Sønderborg Kommune;Region Syddanmark;54.98722996;9.66145794;Silke Steffensen;9244 8063;eckersberg@eckersberg-friskole.dk;www.eckersberg-friskole.dk;1013;Friskoler og private grundskoler;9;Børne- og Undervisningsministeriet;18589273;1003491275;5;Selvejende, private;;1;Aktiv tællingsmæssigt for Danmarks Statistik;07/09/2021;199508;
;535001;Hørup Centralskole;Institution uden enheder;Vestervej 42 Kirke Hørup;6470;Sydals;2439;Sønderborg Kommune;Region Syddanmark;54.92384214;9.90153994;Lotte Christensen;8872 4379;horupskole@sonderborg.dk;www.hoerup-skole.dk;1012;Folkeskoler;10;Børne- og Undervisningsministeriet;29189773;1003325969;2;Kommunale;Sønderborg Kommune;1;Aktiv tællingsmæssigt for Danmarks Statistik;15/11/2019;196508;
;535003;Lysabild Børneunivers;Institution uden enheder;Lysabildgade 2 Lysabild;6470;Sydals;1186;Sønderborg Kommune;Region Syddanmark;54.90269688;10.00283326;Thomas Brink Slothuus;8872 6943;lysabildskole@sonderborg.dk;lysabild-skole.aula.dk;1012;Folkeskoler;6;Børne- og Undervisningsministeriet;29189773;1003325878;2;Kommunale;Sønderborg Kommune;1;Aktiv tællingsmæssigt for Danmarks Statistik;01/02/2023;194208;
;535006;Kegnæs Friskole;Institution uden enheder;Østerbyvej 11, Kegnæs;6470;Sydals;2513;Sønderborg Kommune;Region Syddanmark;54.85926092;9.92999385;Marlene Jensen;7440 5294;kontoret@kegnaes-friskole.dk;www.kegnaes-friskole.dk;1013;Friskoler og private grundskoler;9;Børne- og Undervisningsministeriet;27228321;1003326011;5;Selvejende, private;;1;Aktiv tællingsmæssigt for Danmarks Statistik;08/05/2023;200308;
;535007;Tandslet Friskole;Institution uden enheder;Ertebjergvej 2, Tandslet;6470;Sydals;0480;Sønderborg Kommune;Region Syddanmark;54.9265283;9.97181242;Roland Nissen;7440 5577;post@tandsletfriskole.dk;tandsletfriskole.dk;1013;Friskoler og private grundskoler;9;Børne- og Undervisningsministeriet;26951399;1009627835;5;Selvejende, private;;1;Aktiv tællingsmæssigt for Danmarks Statistik;24/08/2026;200308;
;537004;Sønderskov-Skolen;Institution uden enheder;Grundtvigs Alle 100;6400;Sønderborg;0636;Sønderborg Kommune;Region Syddanmark;54.90559402;9.81153608;Birgit Dyngby;8872 4405;sonderskov-skolen@sonderborg.dk;www.soenderskov-skolen.dk;1012;Folkeskoler;10;Børne- og Undervisningsministeriet;29189773;1003326217;2;Kommunale;Sønderborg Kommune;1;Aktiv tællingsmæssigt for Danmarks Statistik;02/05/2023;195508;
;537006;Ulkebøl Skole;Institution uden enheder;Kaplenivej 3;6400;Sønderborg;0892;Sønderborg Kommune;Region Syddanmark;54.92454751;9.82939678;Elin Lei Bergmann;8872 4407;ulkebol.skole@sonderborg.dk;www.ulkebol.skoleintra.dk;1012;Folkeskoler;9;Børne- og Undervisningsministeriet;29189773;1003326060;2;Kommunale;Sønderborg Kommune;1;Aktiv tællingsmæssigt for Danmarks Statistik;21/11/2019;190704;
;537007;Dybbøl-Skolen;Institution uden enheder;Gl Åbenråvej 20;6400;Sønderborg;0584;Sønderborg Kommune;Region Syddanmark;54.91170208;9.76846187;Michael Jacobsen;8872 4362;dybbol-skolen@sonderborg.dk;www.dybbol-skolen.dk;1012;Folkeskoler;9;Børne- og Undervisningsministeriet;29189773;1003326187;2;Kommunale;Sønderborg Kommune;1;Aktiv tællingsmæssigt for Danmarks Statistik;15/11/2019;197208;
;537009;Deutsche Schule Sonderburg;Institution uden enheder;Arnkilgade 10;6400;Sønderborg;0047;Sønderborg Kommune;Region Syddanmark;54.9142181;9.79043798;Henriette Tvede Andersen;7442 3785;info@ds-sonderburg.dk;www.ds-sonderburg.dk;1013;Friskoler og private grundskoler;10;Børne- og Undervisningsministeriet;41684313;1001814517;5;Selvejende, private;;1;Aktiv tællingsmæssigt for Danmarks Statistik;23/09/2020;195908;
;537010;Sønderborg Statsskole;Institution uden enheder;Kongevej 37;6400;Sønderborg;1016;Sønderborg Kommune;Region Syddanmark;54.90828745;9.79437451;Ole Kamp Hansen;7442 3427;post@statsskolen.dk;www.statsskolen.dk;1061;Gymnasier og HF-kurser;;Børne- og Undervisningsministeriet;29553874;1003321380;4;Selvejende, statslige;;1;Aktiv tællingsmæssigt for Danmarks Statistik;25/11/2019;192006;
;537011;Alssundgymnasiet Sønderborg;Institution uden enheder;Grundtvigs Allé 86;6400;Sønderborg;0636;Sønderborg Kommune;Region Syddanmark;54.89952661;9.80992107;Per Møller;7442 0501;ags@ags.dk;www.ags.dk;1061;Gymnasier og HF-kurser;;Børne- og Undervisningsministeriet;29747180;1003321379;4;Selvejende, statslige;;1;Aktiv tællingsmæssigt for Danmarks Statistik;25/11/2019;197708;
;537015;Privatskolen Als;Institution uden enheder;Vølundsgade 18;6400;Sønderborg;2477;Sønderborg Kommune;Region Syddanmark;54.91291623;9.80659657;Signe Bramsen;7443 0550;kontakt@privatskolen-als.dk;www.privatskolen-als.dk;1013;Friskoler og private grundskoler;10;Børne- og Undervisningsministeriet;12250282;1000357216;5;Selvejende, private;;1;Aktiv tællingsmæssigt for Danmarks Statistik;02/10/2023;198808;
;537200;Pædagogisk Psykologisk Rådgivning Familie/Unge;Institution uden enheder;Rådhuset, Rådhustorvet 10;6400;Sønderborg;1724;Sønderborg Kommune;Region Syddanmark;54.90875864;9.78892362;Karin Padkær;7412 6250;vgje@sonderborg.dk;www.sonderborg.dk;2021;Centre for Pædagogisk og psykologisk rådgivning;;Børne- og Undervisningsministeriet;29189773;;2;Kommunale;Sønderborg Kommune;2;Aktiv institution medtælles dog ikke i Danmarks Statistiks statistikker;25/11/2019;;
;537210;Ungecentret - 10. klasse;Institution uden enheder;Ørstedsgade 53;6400;Sønderborg;2500;Sønderborg Kommune;Region Syddanmark;54.90683876;9.80542101;Anders Kirkegaard Jensen;8872 4432;10.klasse@sonderborg.dk;www.sonderborg-ungdomsskole.dk;1012;Folkeskoler;10;Børne- og Undervisningsministeriet;29189773;1017071080;2;Kommunale;Sønderborg Kommune;1;Aktiv tællingsmæssigt for Danmarks Statistik;29/05/2019;194308;
;537300;Idrætshøjskolen i Sønderborg;Institution uden enheder;Friheds Allé 42;6400;Sønderborg;0552;Sønderborg Kommune;Region Syddanmark;54.89832549;9.80292464;Michael Willemar;7442 1848;admin@ihs.dk;www.ihs.dk;1022;Folkehøjskoler;;Kulturministeriet;35902619;1001739352;5;Selvejende, private;;1;Aktiv tællingsmæssigt for Danmarks Statistik;25/11/2019;195205;
;537302;Dybbøl Efterskole;Institution uden enheder;Ragebølskovvej 3;6400;Sønderborg;1629;Sønderborg Kommune;Region Syddanmark;54.93113662;9.73350314;Mikkel Fjord-Larsen;7448 7080;dybboelefterskole@dybboelefterskole.dk;www.dybboelefterskole.dk;1010;Efterskoler med samlet særligt tilbud;;Børne- og Undervisningsministeriet;15966432;1001009632;5;Selvejende, private;;1;Aktiv tællingsmæssigt for Danmarks Statistik;26/08/2021;199208;
;537376;LOF Alssund - SprogAkademiSyd;Institution uden enheder;Ørstedsgade 53;6400;Sønderborg;2500;Sønderborg Kommune;Region Syddanmark;54.90683876;9.80542101;Pia Frederiksen;7342 1010;fritid@lof-alssund.dk;www.sprogakademisyd.dk;1021;Daghøjskoler;;Børne- og Undervisningsministeriet;81493111;1002623538;5;Selvejende, private;;2;Aktiv institution medtælles dog ikke i Danmarks Statistiks statistikker;25/11/2019;199508;
537401;537401;EUC Syd;Hovedskole (institution med enheder);Hilmar Finsens Gade 18;6400;Sønderborg;0733;Sønderborg Kommune;Region Syddanmark;54.9090632;9.80005792;Dan Zielke;7412 4242;eucsyd@eucsyd.dk;www.eucsyd.dk;1071;Erhvervsskoler m.v.;;Børne- og Undervisningsministeriet;35891013;1003401456;4;Selvejende, statslige;;4;Aktiv juridisk tællingsmæssigt for Danmarks Statistik;05/02/2026;193911;
537401;281455;EUC Syd, Hilmar Finsens Gade;Afdeling (underordnet enhed);Hilmar Finsens Gade 18;6400;Sønderborg;0733;Sønderborg Kommune;Region Syddanmark;54.9090632;9.80005792;Finn Karlsen;7412 4242;eucsyd@eucsyd.dk;www.eucsyd.dk;1071;Erhvervsskoler m.v.;;Børne- og Undervisningsministeriet;35891013;1003401456;4;Selvejende, statslige;;1;Aktiv tællingsmæssigt for Danmarks Statistik;22/06/2020;200206;
537401;281456;EUC Syd, Lundsbjerg;Afdeling (underordnet enhed);Lundsbjerg Industrivej 50;6200;Aabenraa;1015;Aabenraa Kommune;Region Syddanmark;55.00678399;9.42719188;Finn Karlsen;7412 4242;eucsyd@eucsyd.dk;www.eucsyd.dk;1071;Erhvervsskoler m.v.;;Børne- og Undervisningsministeriet;35891013;1010787153;4;Selvejende, statslige;;1;Aktiv tællingsmæssigt for Danmarks Statistik;22/06/2020;202006;
537401;281759;EUC Syd, Hilmar Finsens Gade, 10. klasse;Afdeling (underordnet enhed);Hilmar Finsens Gade 18;6400;Sønderborg;0733;Sønderborg Kommune;Region Syddanmark;54.9090632;9.80005792;Finn Karlsen;7412 4242;eucsyd@eucsyd.dk;www.eucsyd.dk;1012;Folkeskoler;10;Børne- og Undervisningsministeriet;35891013;1003401456;4;Selvejende, statslige;;1;Aktiv tællingsmæssigt for Danmarks Statistik;05/10/2022;202210;
537401;281760;EUC Syd,  Christen Kolds Vej, 10. klasse;Afdeling (underordnet enhed);Christen Kolds Vej 20;6100;Haderslev;0177;Haderslev Kommune;Region Syddanmark;55.26428103;9.50572804;Finn Karlsen;7412 4242;eucsyd@eucsyd.dk;www.eucsyd.dk;1012;Folkeskoler;10;Børne- og Undervisningsministeriet;35891013;1003401420;4;Selvejende, statslige;;1;Aktiv tællingsmæssigt for Danmarks Statistik;05/10/2022;202210;
537401;281761;EUC Syd,  Plantagevej, 10. klasse;Afdeling (underordnet enhed);Plantagevej 35;6270;Tønder;1272;Tønder Kommune;Region Syddanmark;54.93932458;8.85633342;Finn Karlsen;7412 4242;eucsyd@eucsyd.dk;www.eucsyd.dk;1012;Folkeskoler;10;Børne- og Undervisningsministeriet;35891013;1003401523;4;Selvejende, statslige;;1;Aktiv tællingsmæssigt for Danmarks Statistik;05/10/2022;202210;
537401;281762;EUC Syd,  Stegholt, 10 klasse;Afdeling (underordnet enhed);Stegholt 36;6200;Aabenraa;1657;Aabenraa Kommune;Region Syddanmark;55.03241262;9.41711219;Finn Karlsen;7412 4242;eucsyd@eucsyd.dk;www.eucsyd.dk;1012;Folkeskoler;10;Børne- og Undervisningsministeriet;35891013;1003401547;4;Selvejende, statslige;;1;Aktiv tællingsmæssigt for Danmarks Statistik;05/10/2022;202210;
537401;281763;EUC Syd,  Lundsbjerg, 10. klasse;Afdeling (underordnet enhed);Lundsbjerg Industrivej 50;6200;Aabenraa;1015;Aabenraa Kommune;Region Syddanmark;55.00678399;9.42719188;Finn Karlsen;7412 4242;eucsyd@eucsyd.dk;www.eucsyd.dk;1012;Folkeskoler;10;Børne- og Undervisningsministeriet;35891013;1010787153;4;Selvejende, statslige;;1;Aktiv tællingsmæssigt for Danmarks Statistik;05/10/2022;202210;
537401;515401;EUC Syd, Christen Kolds Vej;Afdeling (underordnet enhed);Christen Kolds Vej 20;6100;Haderslev;0177;Haderslev Kommune;Region Syddanmark;55.26428103;9.50572804;Finn Karlsen;7412 4242;eucsyd@eucsyd.dk;www.eucsyd.dk;1071;Erhvervsskoler m.v.;;Børne- og Undervisningsministeriet;35891013;1003401420;4;Selvejende, statslige;;1;Aktiv tællingsmæssigt for Danmarks Statistik;25/11/2019;192010;
537401;541401;EUC Syd, Syd Plantagevej;Afdeling (underordnet enhed);Plantagevej 35;6270;Tønder;1272;Tønder Kommune;Region Syddanmark;54.93932458;8.85633342;Finn Karlsen;7412 4242;eucsyd@eucsyd.dk;www.eucsyd.dk;1071;Erhvervsskoler m.v.;;Børne- og Undervisningsministeriet;35891013;1003401523;4;Selvejende, statslige;;1;Aktiv tællingsmæssigt for Danmarks Statistik;25/11/2019;192012;
537401;545401;EUC Syd, Stegholt;Afdeling (underordnet enhed);Stegholt 36;6200;Aabenraa;1657;Aabenraa Kommune;Region Syddanmark;55.03241262;9.41711219;Finn Karlsen;7412 4242;eucsyd@eucsyd.dk;www.eucsyd.dk;1071;Erhvervsskoler m.v.;;Børne- og Undervisningsministeriet;35891013;1003401547;4;Selvejende, statslige;;1;Aktiv tællingsmæssigt for Danmarks Statistik;22/03/2021;192010;
537411;537411;Business College Syd;Hovedskole (institution med enheder);Sdr. Landevej 30;6400;Sønderborg;2116;Sønderborg Kommune;Region Syddanmark;54.90717873;9.80884499;Bente Esbensen Jensen;7342 5525;bcsyd@bcsyd.dk;www.bcsyd.dk;1071;Erhvervsskoler m.v.;;Børne- og Undervisningsministeriet;13629110;1003401493;4;Selvejende, statslige;;4;Aktiv juridisk tællingsmæssigt for Danmarks Statistik;25/11/2019;200505;
537411;535401;Business College Syd - Mommark Handelskostskole;Afdeling (underordnet enhed);Mommarkvej 372;6470;Sydals;1305;Sønderborg Kommune;Region Syddanmark;54.92645547;10.04213988;Bente Esbensen Jensen;7342 5525;bcsyd@bcsyd.dk;www.bcsyd.dk;1071;Erhvervsskoler m.v.;;Børne- og Undervisningsministeriet;13629110;1003401444;4;Selvejende, statslige;;1;Aktiv tællingsmæssigt for Danmarks Statistik;25/11/2019;196412;
537411;537402;Business College Syd - Sønderborg Handelsskole;Afdeling (underordnet enhed);Sdr. Landevej 30;6400;Sønderborg;2116;Sønderborg Kommune;Region Syddanmark;54.90717873;9.80884499;Bente Esbensen Jensen;7342 5525;bcsyd@bcsyd.dk;www.bcsyd.dk;1071;Erhvervsskoler m.v.;;Børne- og Undervisningsministeriet;13629110;1003401493;4;Selvejende, statslige;;1;Aktiv tællingsmæssigt for Danmarks Statistik;25/11/2019;196508;
;539001;Bolderslev Skole;Institution uden enheder;Smedefod 10 A;6392;Bolderslev;1592;Aabenraa Kommune;Region Syddanmark;54.99029076;9.28837683;Søren Buchholdt;7376 8322;bolderslevskole@aabenraa.dk;www.bolderslevskole.aula.dk/;1012;Folkeskoler;6;Børne- og Undervisningsministeriet;29189854;1003326758;2;Kommunale;Aabenraa Kommune;1;Aktiv tællingsmæssigt for Danmarks Statistik;02/11/2023;;
;539003;Bylderup Skole og Børnehus;Institution uden enheder;Slogsherredsvej 27;6372;Bylderup-Bov;1575;Aabenraa Kommune;Region Syddanmark;54.94564202;9.10309535;Søren Lund;7376 8832;bylderupskole@aabenraa.dk;www.bylderupskoleogboernehus.aula.dk/;1012;Folkeskoler;9;Børne- og Undervisningsministeriet;29189854;1003326734;2;Kommunale;Aabenraa Kommune;1;Aktiv tællingsmæssigt for Danmarks Statistik;02/11/2023;193808;
;539004;Ravsted Børneunivers;Institution uden enheder;Ravsted Skolegade 18;6372;Bylderup-Bov;1364;Aabenraa Kommune;Region Syddanmark;55.01084661;9.12686178;Michael Holm;7376 8313;ravstedboerneunivers@aabenraa.dk;www.ravstedboerneunivers.aula.dk;1012;Folkeskoler;6;Børne- og Undervisningsministeriet;29189854;1003326710;2;Kommunale;Aabenraa Kommune;1;Aktiv tællingsmæssigt for Danmarks Statistik;02/11/2023;192308;
;539006;Tinglev Skole;Institution uden enheder;Hovedgaden 78;6360;Tinglev;0663;Aabenraa Kommune;Region Syddanmark;54.93458624;9.24609672;Morten Heilmann Sørensen;7376 7314;tinglevskole@aabenraa.dk;www.tinglevskole.aula.dk;1012;Folkeskoler;9;Børne- og Undervisningsministeriet;29189854;1003326618;2;Kommunale;Aabenraa Kommune;1;Aktiv tællingsmæssigt for Danmarks Statistik;02/11/2023;;
;539009;Deutsche Schule Buhrkall;Institution uden enheder;Burkal Kirkevej 6, Saksborg;6372;Bylderup-Bov;0205;Aabenraa Kommune;Region Syddanmark;54.92542868;9.06821715;Nathalie Petrea Plumhoff Clausen;7476 2252;info@ds-buhrkall.dk;www.dsbuhrkall.dk;1013;Friskoler og private grundskoler;7;Børne- og Undervisningsministeriet;31209013;1001672773;5;Selvejende, private;;1;Aktiv tællingsmæssigt for Danmarks Statistik;03/06/2025;195101;
;539012;Deutsche Schule Tingleff;Institution uden enheder;Grønnevej 53;6360;Tinglev;0533;Aabenraa Kommune;Region Syddanmark;54.93428251;9.24799333;Carina Heymann;7464 4835;info@ds-tingleff.dk;www.ds-tingleff.dk;1013;Friskoler og private grundskoler;10;Børne- og Undervisningsministeriet;31118417;1001671315;5;Selvejende, private;;1;Aktiv tællingsmæssigt for Danmarks Statistik;07/05/2025;192408;
;539014;Friskolen - Bylderup Bov;Institution uden enheder;Burkal Skolevej 48 B;6372;Bylderup-Bov;0208;Aabenraa Kommune;Region Syddanmark;54.93186013;9.06921513;Britta Nørgaard;7476 2828;post@bylderup-friskole.dk;www.bylderup-friskole.dk;1013;Friskoler og private grundskoler;9;Børne- og Undervisningsministeriet;86882515;1002758803;5;Selvejende, private;;1;Aktiv tællingsmæssigt for Danmarks Statistik;08/02/2023;197908;
;539200;Pædagogisk Psykologisk Rådgivning;Institution uden enheder;Tinglev Midt 2;6360;Tinglev;1860;Aabenraa Kommune;Region Syddanmark;54.9353527;9.25106666;Per Schmidt Hansen;7376 7072;ppr@aabenraa.dk;www.aabenraa.dk;2021;Centre for Pædagogisk og psykologisk rådgivning;;Børne- og Undervisningsministeriet;29189854;1013642016;2;Kommunale;Aabenraa Kommune;2;Aktiv institution medtælles dog ikke i Danmarks Statistiks statistikker;28/11/2018;;
;539300;Den Tyske Efterskole Tinglev;Institution uden enheder;Grønnevej 51;6360;Tinglev;0533;Aabenraa Kommune;Region Syddanmark;54.93417366;9.24883747;Jørn Warm;7464 4820;nachschule@tingleff.dk;www.nachschule.dk;1011;Efterskoler;10;Børne- og Undervisningsministeriet;17500147;1001300406;5;Selvejende, private;;1;Aktiv tællingsmæssigt for Danmarks Statistik;15/11/2019;195105;
;540000;Sønderborg Kommune;Institution uden enheder;Rådhuset, Rådhustorvet 10;6400;Sønderborg;1724;Sønderborg Kommune;Region Syddanmark;54.90875864;9.78892362;;8872 6400;post@sonderborg.dk;www.sonderborg.dk;2013;Kommuner pr. 1/1-2007;;Social- og Ældreministeriet;29189773;1003326485;2;Kommunale;Sønderborg Kommune;1;Aktiv tællingsmæssigt for Danmarks Statistik;17/04/2020;200701;
;541006;Ludwig-Andresen-Schule;Institution uden enheder;Popsensgade 2;6270;Tønder;1277;Tønder Kommune;Region Syddanmark;54.93597217;8.8637591;Bonni Rathje-Ottenberg;7472 2521;las@tondern.dk;www.las-tondern.dk;1013;Friskoler og private grundskoler;10;Børne- og Undervisningsministeriet;31126916;1003031206;5;Selvejende, private;;1;Aktiv tællingsmæssigt for Danmarks Statistik;15/11/2019;194610;
;541008;Tønder Gymnasium;Institution uden enheder;Astronom Hansensgade 9;6270;Tønder;0069;Tønder Kommune;Region Syddanmark;54.9367663;8.86675319;Jens Gade;7472 1028;tghf@toender-gym.dk;www.toender-gym.dk;1061;Gymnasier og HF-kurser;;Børne- og Undervisningsministeriet;29553866;1003321537;4;Selvejende, statslige;;1;Aktiv tællingsmæssigt for Danmarks Statistik;25/11/2019;192008;
;541301;Emmerske Efterskole;Institution uden enheder;Aabenraavej 14;6270;Tønder;2045;Tønder Kommune;Region Syddanmark;54.95554655;8.91511453;Jesper Qvist;7472 4433;ee@eeskole.dk;www.eeskole.dk;1010;Efterskoler med samlet særligt tilbud;;Børne- og Undervisningsministeriet;83992611;1002684932;5;Selvejende, private;;1;Aktiv tællingsmæssigt for Danmarks Statistik;26/08/2025;197808;
;541402;Tønder Handelsskole;Institution uden enheder;Martin Hammerichsvej 3;6270;Tønder;1052;Tønder Kommune;Region Syddanmark;54.94106547;8.85658243;Carsten Uggerholt Eriksen;7373 4080;toha@toha.dk;www.toha.dk;1071;Erhvervsskoler m.v.;;Børne- og Undervisningsministeriet;19462315;1003401511;4;Selvejende, statslige;;1;Aktiv tællingsmæssigt for Danmarks Statistik;25/11/2019;196608;
;543001;Bregnbjergskolen;Institution uden enheder;Unionvej 4A;6500;Vojens;1367;Haderslev Kommune;Region Syddanmark;55.24589485;9.28891729;Anette Staub;7434 3200;bregnbjergskolen@haderslev.dk;www.bregnbjergskolen.dk;1012;Folkeskoler;6;Børne- og Undervisningsministeriet;29189757;1003327341;2;Kommunale;Haderslev Kommune;1;Aktiv tællingsmæssigt for Danmarks Statistik;22/06/2021;196208;
;543011;Ungeuniverset-Vojens;Institution uden enheder;Jyllandsgade 29;6500;Vojens;0580;Haderslev Kommune;Region Syddanmark;55.24743627;9.31194135;Jerry Freund;7434 3260;Ungeuniverset-Vojens@haderslev.dk;ungeuniverset-vojens.aula.dk;1012;Folkeskoler;9;Børne- og Undervisningsministeriet;29189757;1003327389;2;Kommunale;Haderslev Kommune;1;Aktiv tællingsmæssigt for Danmarks Statistik;13/12/2022;193908;
;543301;Vojens Gymnastik- og Idrætsefterskole;Institution uden enheder;Ungdomsskolevej 8;6500;Vojens;1366;Haderslev Kommune;Region Syddanmark;55.24632381;9.29397343;Annika Hundebøl;7454 1129;vgie@vgie.dk;www.vgie.dk;1011;Efterskoler;10;Børne- og Undervisningsministeriet;58069914;1002074181;5;Selvejende, private;;1;Aktiv tællingsmæssigt for Danmarks Statistik;26/08/2025;193911;
;545002;Løjt Kirkeby Skole;Institution uden enheder;Løjt Skolegade 14;6200;Aabenraa;1063;Aabenraa Kommune;Region Syddanmark;55.08796324;9.46122256;Merete Gissel;7376 8450;lojtkirkebyskole@aabenraa.dk;www.lojtskole.aula.dk/;1012;Folkeskoler;9;Børne- og Undervisningsministeriet;29189854;1003327663;2;Kommunale;Aabenraa Kommune;1;Aktiv tællingsmæssigt for Danmarks Statistik;02/11/2023;192007;
;545005;Stubbæk Skole;Institution uden enheder;Stubbæk Skolegade 3;6200;Aabenraa;1710;Aabenraa Kommune;Region Syddanmark;54.99434654;9.43089864;Morten Kier Asmussen;7376 8500;stubbaekskole@aabenraa.dk;www.stubbaekskole.aula.dk;1012;Folkeskoler;9;Børne- og Undervisningsministeriet;29189854;1003327833;2;Kommunale;Aabenraa Kommune;1;Aktiv tællingsmæssigt for Danmarks Statistik;20/10/2025;195908;
